Source,Target,Weight,Type
ostrovsky-bednaja-nevesta_male,tolstoy-zhivoy-trup_male,2,undirected
ostrovsky-bednost-ne-porok_fem,ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,4,undirected
ostrovsky-bednost-ne-porok_fem,ostrovsky-semejnaya-kartina_fem,3,undirected
ostrovsky-bednost-ne-porok_fem,ostrovsky-svoi-ljudi_fem,2,undirected
ostrovsky-bednost-ne-porok_fem,tolstoy-vlast-tmy_fem,2,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-les_male,2,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,2,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-ne-tak-zhivi-kak-hochetsya_male,3,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-semejnaya-kartina_male,2,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-svoi-ljudi_male,3,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-trudovoj-hleb_male,5,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-v-chuzhom-piru-pohmelje_fem,2,undirected
ostrovsky-bednost-ne-porok_male,ostrovsky-v-chuzhom-piru-pohmelje_male,3,undirected
ostrovsky-bednost-ne-porok_male,plavilshchikov-sgovor-kutejkina_fem,1,undirected
ostrovsky-bednost-ne-porok_male,saltykov-shchedrin-smert-pazuhina_male,3,undirected
ostrovsky-bednost-ne-porok_male,turgenev-razgovor-na-bolshoj-doroge_male,3,undirected
ostrovsky-beshenye-dengi_fem,bulgakov-vojna-i-mir_fem,3,undirected
ostrovsky-beshenye-dengi_fem,chekhov-svadba_fem,2,undirected
ostrovsky-beshenye-dengi_fem,ostrovsky-beshenye-dengi_male,3,undirected
ostrovsky-beshenye-dengi_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,1,undirected
ostrovsky-beshenye-dengi_fem,ostrovsky-nevolnicy_fem,2,undirected
ostrovsky-beshenye-dengi_male,bulgakov-vojna-i-mir_male,1,undirected
ostrovsky-beshenye-dengi_male,ekaterina-vtoraja-rasstroennaja-semja_male,1,undirected
ostrovsky-beshenye-dengi_male,gogol-revizor_male,3,undirected
ostrovsky-beshenye-dengi_male,krylov-prokazniki_male,2,undirected
ostrovsky-beshenye-dengi_male,krylov-urok-dochkam_male,1,undirected
ostrovsky-beshenye-dengi_male,lensky-horosha-i-durna_fem,1,undirected
ostrovsky-beshenye-dengi_male,nekrasov-akter_male,2,undirected
ostrovsky-beshenye-dengi_male,nekrasov-shila-v-meshke-ne-utaish_male,2,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-beshenye-dengi_fem,3,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bespridannitsa_fem,1,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bez-viny-vinovatye_fem,2,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bez-viny-vinovatye_male,6,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bogatye-nevesty_fem,2,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-bogatye-nevesty_male,2,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-dohodnoe-mesto_fem,2,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,5,undirected
ostrovsky-beshenye-dengi_male,ostrovsky-ne-ot-mira-sego_male,2,undirected
ostrovsky-beshenye-dengi_male,sollogub-chinovnik_male,3,undirected
ostrovsky-bespridannitsa_fem,nekrasov-shila-v-meshke-ne-utaish_fem,2,undirected
ostrovsky-bespridannitsa_fem,ostrovsky-beshenye-dengi_male,1,undirected
ostrovsky-bespridannitsa_fem,ostrovsky-bespridannitsa_male,2,undirected
ostrovsky-bespridannitsa_fem,ostrovsky-bogatye-nevesty_fem,1,undirected
ostrovsky-bespridannitsa_fem,ostrovsky-nevolnicy_fem,3,undirected
ostrovsky-bespridannitsa_fem,turgenev-zavtrak-u-predvoditelja_fem,1,undirected
ostrovsky-bespridannitsa_male,gogol-revizor_male,1,undirected
ostrovsky-bespridannitsa_male,gorky-egor-bulychov-i-drugie_male,1,undirected
ostrovsky-bespridannitsa_male,naydyonov-deti-vanjushina_fem,3,undirected
ostrovsky-bespridannitsa_male,nekrasov-akter_male,3,undirected
ostrovsky-bespridannitsa_male,ostrovsky-beshenye-dengi_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-bespridannitsa_fem,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-bez-viny-vinovatye_male,4,undirected
ostrovsky-bespridannitsa_male,ostrovsky-dohodnoe-mesto_male,3,undirected
ostrovsky-bespridannitsa_male,ostrovsky-les_male,4,undirected
ostrovsky-bespridannitsa_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-ne-ot-mira-sego_fem,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-ne-ot-mira-sego_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-ne-soshlis-harakterami_fem,3,undirected
ostrovsky-bespridannitsa_male,ostrovsky-nevolnicy_fem,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-nevolnicy_male,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-poslednyaya-zhertva_fem,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-poslednyaya-zhertva_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-prazdnichnyj-son-do-obeda_fem,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-prazdnichnyj-son-do-obeda_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-shutniki_male,3,undirected
ostrovsky-bespridannitsa_male,ostrovsky-trudovoj-hleb_fem,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-trudovoj-hleb_male,1,undirected
ostrovsky-bespridannitsa_male,ostrovsky-tyazhelye-dni_male,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-volki-i-ovtsy_male,6,undirected
ostrovsky-bespridannitsa_male,ostrovsky-vospitannica_male,2,undirected
ostrovsky-bespridannitsa_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_male,2,undirected
ostrovsky-bespridannitsa_male,turgenev-nahlebnik_male,1,undirected
ostrovsky-bespridannitsa_male,turgenev-zavtrak-u-predvoditelja_fem,2,undirected
ostrovsky-bez-viny-vinovatye_fem,lensky-horosha-i-durna_fem,3,undirected
ostrovsky-bez-viny-vinovatye_fem,lensky-horosha-i-durna_male,2,undirected
ostrovsky-bez-viny-vinovatye_fem,nekrasov-shila-v-meshke-ne-utaish_fem,3,undirected
ostrovsky-bez-viny-vinovatye_fem,ostrovsky-beshenye-dengi_male,2,undirected
ostrovsky-bez-viny-vinovatye_fem,ostrovsky-bez-viny-vinovatye_male,3,undirected
ostrovsky-bez-viny-vinovatye_fem,ostrovsky-ne-ot-mira-sego_fem,1,undirected
ostrovsky-bez-viny-vinovatye_fem,ostrovsky-poslednyaya-zhertva_fem,1,undirected
ostrovsky-bez-viny-vinovatye_fem,ostrovsky-trudovoj-hleb_fem,3,undirected
ostrovsky-bez-viny-vinovatye_fem,sukhovo-kobylin-svadba-krechinskogo_fem,1,undirected
ostrovsky-bez-viny-vinovatye_male,chekhov-ivanov_fem,3,undirected
ostrovsky-bez-viny-vinovatye_male,krylov-modnaja-lavka_fem,2,undirected
ostrovsky-bez-viny-vinovatye_male,krylov-prokazniki_male,1,undirected
ostrovsky-bez-viny-vinovatye_male,lensky-horosha-i-durna_male,3,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-beshenye-dengi_male,6,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-bespridannitsa_male,4,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-bez-viny-vinovatye_fem,3,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,1,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,2,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-ne-ot-mira-sego_male,3,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-ne-soshlis-harakterami_fem,2,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-nevolnicy_fem,2,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,2,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-volki-i-ovtsy_male,2,undirected
ostrovsky-bez-viny-vinovatye_male,ostrovsky-vospitannica_male,3,undirected
ostrovsky-bogatye-nevesty_fem,ostrovsky-beshenye-dengi_male,2,undirected
ostrovsky-bogatye-nevesty_fem,ostrovsky-bespridannitsa_fem,1,undirected
ostrovsky-bogatye-nevesty_fem,ostrovsky-bogatye-nevesty_male,4,undirected
ostrovsky-bogatye-nevesty_male,ostrovsky-bednaja-nevesta_male,5,undirected
ostrovsky-bogatye-nevesty_male,ostrovsky-beshenye-dengi_male,2,undirected
ostrovsky-bogatye-nevesty_male,ostrovsky-bogatye-nevesty_fem,4,undirected
ostrovsky-bogatye-nevesty_male,sollogub-chinovnik_fem,2,undirected
ostrovsky-bogatye-nevesty_male,sollogub-chinovnik_male,1,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,fonvizin-nedorosl_male,1,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,krylov-amerikantsy_male,2,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,3,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,belsky-skazanie-o-nevidimom-grade-kitezhe_fem,2,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,belsky-skazanie-o-nevidimom-grade-kitezhe_male,2,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,ekaterina-vtoraja-iz-zhizni-rjurika_male,1,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,fonvizin-nedorosl_fem,2,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,mayakovsky-klop_male,1,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,mayakovsky-misteriya-buff_male,3,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,3,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,ostrovsky-snegurochka_fem,4,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,ostrovsky-snegurochka_male,5,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,pushkin-boris-godunov_male,1,undirected
ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,tolstoy-smert-ioanna-groznogo_male,1,undirected
ostrovsky-dohodnoe-mesto_fem,gorky-na-dne_fem,1,undirected
ostrovsky-dohodnoe-mesto_fem,ostrovsky-beshenye-dengi_male,2,undirected
ostrovsky-dohodnoe-mesto_fem,ostrovsky-dohodnoe-mesto_male,3,undirected
ostrovsky-dohodnoe-mesto_fem,ostrovsky-ne-v-svoi-sani-ne-sadis_fem,1,undirected
ostrovsky-dohodnoe-mesto_fem,ostrovsky-pozdnyaya-lyubov_male,1,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-dohodnoe-mesto_fem,3,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-les_male,1,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-poslednyaya-zhertva_male,4,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-prazdnichnyj-son-do-obeda_fem,3,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,2,undirected
ostrovsky-dohodnoe-mesto_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_male,3,undirected
ostrovsky-goryachee-serdce_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-goryachee-serdce_fem,ostrovsky-groza_fem,1,undirected
ostrovsky-goryachee-serdce_fem,ostrovsky-na-bojkom-meste_fem,3,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-groza_male,3,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-na-bojkom-meste_male,4,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-ne-soshlis-harakterami_male,3,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-puchina_male,6,undirected
ostrovsky-goryachee-serdce_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,3,undirected
ostrovsky-goryachee-serdce_male,pisemskij-gorkaja-sudbina_male,2,undirected
ostrovsky-goryachee-serdce_male,turgenev-razgovor-na-bolshoj-doroge_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-bednaja-nevesta_fem,3,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-na-bojkom-meste_fem,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-poslednyaya-zhertva_fem,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-pozdnyaya-lyubov_fem,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-shutniki_fem,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,3,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,gorky-na-dne_male,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,leskov-rastochitel_fem,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-goryachee-serdce_fem,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-goryachee-serdce_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-groza_fem,3,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-les_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-na-bojkom-meste_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-ne-soshlis-harakterami_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-ne-tak-zhivi-kak-hochetsya_male,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,6,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-puchina_fem,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-puchina_male,2,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-tyazhelye-dni_male,1,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-v-chuzhom-piru-pohmelje_male,3,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-vospitannica_fem,3,undirected
ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,ostrovsky-vospitannica_male,1,undirected
ostrovsky-groza_fem,mamin-sibirjak-zolotopromyshlenniki_fem,1,undirected
ostrovsky-groza_fem,ostrovsky-goryachee-serdce_fem,1,undirected
ostrovsky-groza_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-groza_fem,ostrovsky-groza_male,2,undirected
ostrovsky-groza_fem,ostrovsky-na-bojkom-meste_fem,5,undirected
ostrovsky-groza_fem,ostrovsky-semejnaya-kartina_fem,1,undirected
ostrovsky-groza_male,ostrovsky-goryachee-serdce_male,3,undirected
ostrovsky-groza_male,ostrovsky-groza_fem,2,undirected
ostrovsky-groza_male,ostrovsky-puchina_fem,3,undirected
ostrovsky-groza_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,1,undirected
ostrovsky-groza_male,ostrovsky-utro-molodogo-cheloveka_male,3,undirected
ostrovsky-les_fem,nekrasov-shila-v-meshke-ne-utaish_fem,1,undirected
ostrovsky-les_fem,ostrovsky-bednaja-nevesta_fem,3,undirected
ostrovsky-les_fem,ostrovsky-pozdnyaya-lyubov_male,1,undirected
ostrovsky-les_fem,ostrovsky-volki-i-ovtsy_fem,2,undirected
ostrovsky-les_male,chekhov-svadba_fem,1,undirected
ostrovsky-les_male,krylov-modnaja-lavka_fem,1,undirected
ostrovsky-les_male,krylov-modnaja-lavka_male,2,undirected
ostrovsky-les_male,krylov-pirog_male,2,undirected
ostrovsky-les_male,lazhechnikov-okopirovalsya_fem,1,undirected
ostrovsky-les_male,leskov-rastochitel_fem,1,undirected
ostrovsky-les_male,naydyonov-deti-vanjushina_fem,1,undirected
ostrovsky-les_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-les_male,ostrovsky-bespridannitsa_male,4,undirected
ostrovsky-les_male,ostrovsky-dohodnoe-mesto_male,1,undirected
ostrovsky-les_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-les_male,ostrovsky-poslednyaya-zhertva_male,3,undirected
ostrovsky-les_male,ostrovsky-puchina_male,2,undirected
ostrovsky-les_male,ostrovsky-trudovoj-hleb_male,4,undirected
ostrovsky-les_male,ostrovsky-tyazhelye-dni_male,3,undirected
ostrovsky-les_male,ostrovsky-volki-i-ovtsy_male,4,undirected
ostrovsky-les_male,saltykov-shchedrin-smert-pazuhina_male,1,undirected
ostrovsky-les_male,turgenev-nahlebnik_male,2,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-bednaja-nevesta_fem,2,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-goryachee-serdce_fem,3,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,1,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-groza_fem,5,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-na-bojkom-meste_male,1,undirected
ostrovsky-na-bojkom-meste_fem,ostrovsky-ne-tak-zhivi-kak-hochetsya_male,2,undirected
ostrovsky-na-bojkom-meste_male,ostrovsky-goryachee-serdce_male,4,undirected
ostrovsky-na-bojkom-meste_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-na-bojkom-meste_male,ostrovsky-na-bojkom-meste_fem,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,ostrovsky-beshenye-dengi_fem,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,ostrovsky-bez-viny-vinovatye_male,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,3,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,ostrovsky-nevolnicy_fem,2,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,andreyev-mysl_male,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-beshenye-dengi_male,5,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,3,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-nevolnicy_male,3,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-pozdnyaya-lyubov_fem,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,1,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,sollogub-chinovnik_male,2,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,tolstoy-zhivoy-trup_male,3,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,turgenev-gde-tonko-tam-i-rvetsja_male,2,undirected
ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,turgenev-zavtrak-u-predvoditelja_male,1,undirected
ostrovsky-ne-ot-mira-sego_fem,ostrovsky-bespridannitsa_male,2,undirected
ostrovsky-ne-ot-mira-sego_fem,ostrovsky-bez-viny-vinovatye_fem,1,undirected
ostrovsky-ne-ot-mira-sego_fem,ostrovsky-ne-ot-mira-sego_male,3,undirected
ostrovsky-ne-ot-mira-sego_male,ostrovsky-beshenye-dengi_male,2,undirected
ostrovsky-ne-ot-mira-sego_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-ne-ot-mira-sego_male,ostrovsky-bez-viny-vinovatye_male,3,undirected
ostrovsky-ne-ot-mira-sego_male,ostrovsky-ne-ot-mira-sego_fem,3,undirected
ostrovsky-ne-soshlis-harakterami_fem,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-ne-soshlis-harakterami_fem,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-ne-soshlis-harakterami_fem,ostrovsky-pozdnyaya-lyubov_fem,1,undirected
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-goryachee-serdce_male,3,undirected
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-puchina_male,1,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-bednost-ne-porok_fem,4,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-puchina_fem,3,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,saltykov-shchedrin-smert-pazuhina_fem,1,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,tolstoy-vlast-tmy_fem,1,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,1,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-na-bojkom-meste_fem,2,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-bednaja-nevesta_fem,6,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-dohodnoe-mesto_fem,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-vospitannica_fem,2,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-bednost-ne-porok_male,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,6,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-shutniki_male,2,undirected
ostrovsky-neozhidannyj-sluchaj_fem,ostrovsky-bednaja-nevesta_male,2,undirected
ostrovsky-neozhidannyj-sluchaj_fem,ostrovsky-nevolnicy_fem,1,undirected
ostrovsky-neozhidannyj-sluchaj_fem,turgenev-gde-tonko-tam-i-rvetsja_fem,3,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-bednaja-nevesta_fem,3,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-bednaja-nevesta_male,2,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-volki-i-ovtsy_fem,1,undirected
ostrovsky-nevolnicy_fem,andreyev-mysl_fem,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-beshenye-dengi_fem,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-bespridannitsa_fem,3,undirected
ostrovsky-nevolnicy_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-nevolnicy_fem,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-neozhidannyj-sluchaj_fem,1,undirected
ostrovsky-nevolnicy_fem,ostrovsky-shutniki_fem,3,undirected
ostrovsky-nevolnicy_fem,ostrovsky-volki-i-ovtsy_male,3,undirected
ostrovsky-nevolnicy_male,ostrovsky-bespridannitsa_male,2,undirected
ostrovsky-nevolnicy_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,3,undirected
ostrovsky-nevolnicy_male,ostrovsky-volki-i-ovtsy_male,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-bednaja-nevesta_fem,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-bespridannitsa_male,2,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-bez-viny-vinovatye_fem,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,2,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-trudovoj-hleb_fem,6,undirected
ostrovsky-poslednyaya-zhertva_fem,sukhovo-kobylin-svadba-krechinskogo_fem,2,undirected
ostrovsky-poslednyaya-zhertva_male,naydyonov-deti-vanjushina_male,1,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-dohodnoe-mesto_male,4,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-les_male,3,undirected
ostrovsky-pozdnyaya-lyubov_fem,nekrasov-akter_fem,1,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,1,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-ne-soshlis-harakterami_fem,1,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-pozdnyaya-lyubov_male,3,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-volki-i-ovtsy_fem,5,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-dohodnoe-mesto_fem,1,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-les_fem,1,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-pozdnyaya-lyubov_fem,3,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-volki-i-ovtsy_fem,6,undirected
