"ostrovsky-bednaja-nevesta_fem" "ostrovsky-bednaja-nevesta_male" "ostrovsky-bednost-ne-porok_fem" "ostrovsky-bednost-ne-porok_male" "ostrovsky-beshenye-dengi_fem" "ostrovsky-beshenye-dengi_male" "ostrovsky-bespridannitsa_fem" "ostrovsky-bespridannitsa_male" "ostrovsky-bez-viny-vinovatye_fem" "ostrovsky-bez-viny-vinovatye_male" "ostrovsky-bogatye-nevesty_fem" "ostrovsky-bogatye-nevesty_male" "ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem" "ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male" "ostrovsky-dohodnoe-mesto_fem" "ostrovsky-dohodnoe-mesto_male" "ostrovsky-goryachee-serdce_fem" "ostrovsky-goryachee-serdce_male" "ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem" "ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male" "ostrovsky-groza_fem" "ostrovsky-groza_male" "ostrovsky-les_fem" "ostrovsky-les_male" "ostrovsky-na-bojkom-meste_fem" "ostrovsky-na-bojkom-meste_male" "ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem" "ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male" "ostrovsky-ne-ot-mira-sego_fem" "ostrovsky-ne-ot-mira-sego_male" "ostrovsky-ne-soshlis-harakterami_fem" "ostrovsky-ne-soshlis-harakterami_male" "ostrovsky-ne-tak-zhivi-kak-hochetsya_fem" "ostrovsky-ne-tak-zhivi-kak-hochetsya_male" "ostrovsky-ne-v-svoi-sani-ne-sadis_fem" "ostrovsky-ne-v-svoi-sani-ne-sadis_male" "ostrovsky-neozhidannyj-sluchaj_fem" "ostrovsky-neozhidannyj-sluchaj_male" "ostrovsky-nevolnicy_fem" "ostrovsky-nevolnicy_male" "ostrovsky-poslednyaya-zhertva_fem" "ostrovsky-poslednyaya-zhertva_male" "ostrovsky-pozdnyaya-lyubov_fem" "ostrovsky-pozdnyaya-lyubov_male" "ostrovsky-prazdnichnyj-son-do-obeda_fem" "ostrovsky-prazdnichnyj-son-do-obeda_male" "ostrovsky-puchina_fem" "ostrovsky-puchina_male" "ostrovsky-semejnaya-kartina_fem" "ostrovsky-semejnaya-kartina_male" "ostrovsky-shutniki_fem" "ostrovsky-shutniki_male" "ostrovsky-snegurochka_fem" "ostrovsky-snegurochka_male" "ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem" "ostrovsky-staryj-drug-luchshe-novyh-dvuh_male" "ostrovsky-svoi-ljudi_fem" "ostrovsky-svoi-ljudi_male" "ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem" "ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male" "ostrovsky-trudovoj-hleb_fem" "ostrovsky-trudovoj-hleb_male" "ostrovsky-tyazhelye-dni_fem" "ostrovsky-tyazhelye-dni_male" "ostrovsky-utro-molodogo-cheloveka_male" "ostrovsky-v-chuzhom-piru-pohmelje_fem" "ostrovsky-v-chuzhom-piru-pohmelje_male" "ostrovsky-volki-i-ovtsy_fem" "ostrovsky-volki-i-ovtsy_male" "ostrovsky-vospitannica_fem" "ostrovsky-vospitannica_male" "ostrovsky-za-chem-pojdesh-to-i-najdesh_fem" "ostrovsky-za-chem-pojdesh-to-i-najdesh_male"
"так" 0.887960302951162 1.06480872880242 0.701959637320854 1.0139603232917 0.790033424491036 0.729991987892816 1.42857142857143 1.06849315068493 1.15354017501989 1.09649122807018 0.964212868533284 0.774581093898198 0.688976377952756 0.436819447961509 0.969529085872576 0.869288667444079 1.05155167991793 1.23826086956522 1.48984937786509 1.36576015334851 1.52554233729881 1.09254498714653 0.897718910963944 1.03688459711889 1.08530497069677 1.62368672397326 0.996483001172333 0.755185928687506 1.25488008923592 1.05247981545559 1.59478071765132 1.40745953553835 0.845286885245902 0.983767830791933 0.867992766726944 1.19394696654172 1.16959064327485 1.04722386880063 1.15948887837198 1.00762919245718 1.25574615988339 0.751952183553456 0.91244077908405 1.07644590403211 1.12792297111417 1.10178384050367 1.45205479452055 1.26987894611916 0.863930885529158 1.25276344878408 1.15008625646924 1.03801738679123 0.58562197092084 0.496464570482925 1.39602265244304 1.52116402116402 1.15914786967419 1.30443714050945 1.28726287262873 1.36804942630185 1.07060922763191 1.07081667618504 1.08342361863489 1.24320124320124 1.37268359643102 1.21212121212121 1.00472813238771 1.20050547598989 1.0171102661597 1.27388535031847 1.427498121713 1.30341527800693 1.02731145076422
"на" 0.705144946461217 0.893913500723018 1.46241591108511 1.29316678912564 0.805226374962018 1.01486690999733 0.806451612903226 1.17808219178082 0.795544948289578 0.723684210526316 0.815872427220471 0.869427758457161 0.78740157480315 1.39908837680425 0.969529085872576 1.11311353758083 1.23108489356245 1.23130434782609 0.982318271119843 1.2339762789026 1.38558432470259 1.36568123393316 0.69168506254599 0.973563400348267 1.08530497069677 1.14613180515759 0.625244236029699 0.822101137558551 0.808700501952036 0.735294117647059 0.761145342515404 0.633356790992259 1.35758196721311 1.4264633546483 1.26582278481013 0.87463556851312 1.46198830409357 0.869393400513732 0.816374822527212 1.00762919245718 1.09877788989797 0.896558372698351 0.929987717143358 0.930487137383689 1.01788170563961 1.36411332633788 1.17808219178082 0.854497982435319 1.29589632829374 0.957995578481945 0.431282346175963 0.895289996107435 1.39337641357027 1.76019256807582 0.882391676544185 0.793650793650794 1.14348370927318 0.914133114215284 1.19692863595303 0.485436893203884 0.994137139943921 1.25642490005711 0.975081256771398 1.1965811965812 1.06382978723404 1.08452950558214 1.12293144208038 0.831929233361415 1.05513307984791 1.15956230605912 1.16453794139745 1.10542814717043 1.07742420446004
"вы" 1.21006355010011 1.65636913369265 0.380228136882129 0.617193240264511 2.5372227286539 1.11279266447076 2.05069124423963 1.00456621004566 1.43198090692124 1.25 2.67012794363063 2.02339551059121 0.295275590551181 0.354520131678906 1.37119113573407 0.763277854341143 0.307771223390613 0.48695652173913 1.45710543549443 0.922487121121361 0.0839748075577327 0.674807197943445 0.838852097130243 0.949817951559285 0.69459518124593 0.267430754536772 1.81711606096131 1.44345664850397 0.725041829336308 0.64878892733564 0.471185212033345 0.351864883884588 0.0512295081967213 0.29513034923758 1.41048824593128 0.666389004581424 3.3625730994152 0.4149377593361 1.84571699006152 1.20915503094861 0.930597600627873 0.674828882676179 1.66695911563432 1.44134282065317 0.990371389270977 0.577124868835257 0.904109589041096 0.937574175172086 0.647948164146868 0.184229918938836 2.58769407705578 0.73958738808875 0.141357027463651 0.135399428313525 1.56723297774266 0.727513227513228 0.87719298245614 1.05792933442892 0.858175248419151 1.50044130626655 1.63140453734387 0.471159337521416 1.30010834236186 0.916860916860917 0.720658888126287 1.08452950558214 0.797872340425532 1.39005897219882 1.28326996197719 1.06157112526539 1.20210368144252 0.362976406533575 1.32798797293911
"как" 1.20135805693393 1.05166294202708 0.672711319099152 1.04335047759001 0.607718018839259 0.881331790260839 0.921658986175115 0.831050228310502 0.941394855476001 0.81140350877193 1.03838308918969 0.995889977869112 0.688976377952756 0.481134464421372 1.37119113573407 1.0071027244779 1.23108489356245 1.04347826086957 1.17878192534381 0.910506768899006 1.04968509447166 1.09254498714653 1.14790286975717 1.02105429792623 1.23724766659431 1.01241642788921 1.05509964830012 0.783863875346525 1.05967651979922 0.821799307958478 0.797390358825661 0.950035186488388 0.973360655737705 0.860796851942941 1.48282097649186 1.18006386227961 1.0233918128655 1.2448132780083 0.970184571699006 1.23794443644739 1.27817019845274 0.896558372698351 0.982628531321284 0.948731983214742 0.990371389270977 1.04931794333683 1.26027397260274 0.94944220270591 1.45788336933045 0.994841562269713 0.891316848763657 1.10289347346568 0.484652665589661 0.4212426658643 0.974581851705518 0.892857142857143 1.45676691729323 1.22226787181594 1.01626016260163 1.36804942630185 1.17257201121591 0.85665334094803 1.51679306608884 0.854700854700855 1.09814687714482 1.05263157894737 0.975177304964539 0.852990732940185 0.988593155893536 1.17589416952474 1.54019534184823 1.02293350932189 1.22776246554748
"это" 1.14041960477061 1.15682923622979 0.818952910207663 0.793534166054372 0.698875721665147 0.801210718418944 1.05990783410138 0.849315068493151 1.00769026783347 1.06359649122807 0.982755423697386 0.964274423016124 0 0.0822993162826032 0.664819944598338 0.773878935651436 0.641190048730444 0.904347826086957 0.671250818598559 0.670899724451899 0.391882435269419 0.96401028277635 1.0448859455482 0.672787715687826 0.889950075971348 0.993314231136581 0.976944118796405 1.0515247108307 1.36642498605689 1.00922722029988 0.978615440376948 1.65376495425757 0.461065573770492 0.73782587309395 1.12115732368897 1.42995973899764 1.46198830409357 1.75854574194823 1.19498343587317 0.964445084209011 1.07635385132862 1.04116456184325 0.754518336550272 0.839262908228425 0.797799174690509 0.314795383001049 0.876712328767123 0.842629954901495 0.377969762419006 0.589535740604274 1.03507763082231 0.791488257428312 0.161550888529887 0.0752219046186249 1.15896220202818 0.85978835978836 1.15914786967419 0.934675431388661 1.21951219512195 1.63283318623124 0.943155748151925 0.642490005711022 1.08342361863489 0.901320901320901 1.16678105696637 1.0207336523126 0.945626477541371 0.663437236731255 0.979087452471483 1.22488975992161 1.27723516153268 1.17142385744927 0.952142320220496
"меня" 1.21006355010011 1.27514131720783 0.555718046212343 0.896399706098457 1.07869948343968 1.14840202973382 1.24423963133641 0.757990867579909 1.06072659771944 0.668859649122807 1.57611718894864 0.822004426177679 1.18110236220472 0.316535831856166 1.10803324099723 0.805682179582317 1.8722749422929 0.786086956521739 0.867714472822528 1.00634958667785 1.11966410076977 0.867609254498715 1.20676968359088 0.846921006807029 1.7799001519427 0.840496657115568 0.644783118405627 0.946372239747634 0.864472950362521 0.346020761245675 0.54367524465386 0.985221674876847 0.973360655737705 1.35268076733891 1.66365280289331 0.819103151464668 1.31578947368421 1.185536455246 1.08849976336962 0.791708651216352 0.807265388496468 0.732671358334137 1.08791015967714 1.18591497901843 0.63273727647868 0.629590766002099 0.849315068493151 0.807025872300024 0.485961123110151 0.589535740604274 0.575043128234618 0.960166082781887 0.626009693053312 0.346020761245675 0.711181351244567 0.85978835978836 0.469924812030075 0.493015612161052 0.3613369467028 1.01500441306267 0.866683660463931 0.842375785265563 0.37919826652221 0.839160839160839 0.446122168840082 0.350877192982456 1.00472813238771 1.16891322662174 0.475285171102662 0.996243671402907 0.826446280991736 0.428972116812407 0.826860435980957
"мне" 1.48863933141812 1.07795451557776 0.90669786487277 0.690668626010287 1.27620783956244 0.872429448945073 0.921658986175115 0.5662100456621 1.11376292760541 0.756578947368421 1.1310958650102 0.916851090736642 1.37795275590551 0.462142314510003 0.595567867036011 0.78448001696173 1.41061810720698 1.04347826086957 0.965946299934512 1.1261531089014 1.16165150454864 0.83547557840617 1.3392200147167 0.704448314073136 1.34577816366399 0.859598853868195 0.762016412661196 0.688270719816461 0.613496932515337 0.519031141868512 0.688655309894889 1.09078114004222 0.742827868852459 1.37727496310871 1.33815551537071 0.971817298347911 1.16959064327485 1.26457221892907 0.863700899195457 0.719735137469411 0.70635721493441 0.723030945724477 0.807159150728198 1.27713920817369 0.330123796423659 0.629590766002099 1.06849315068493 0.605269404225018 0.377969762419006 0.184229918938836 0.891316848763657 0.843389126767873 0.484652665589661 0.436287046788025 0.908731726590281 0.992063492063492 0.595238095238095 0.43138866064092 0.474254742547426 0.926743159752868 0.739230180983941 0.828098229583095 0.595882990249187 0.854700854700855 0.652024708304736 0.606060606060606 0.975177304964539 1.10572872788543 0.684410646387833 0.702270129021721 1.08940646130729 0.511466754660947 0.902029566524681
"вот" 0.661617480630278 0.512685684238202 0.731207955542556 0.969875091844232 0.349437860832574 0.632066233419389 0.576036866359447 0.675799086757991 0.914876690533015 0.537280701754386 0.445021323938439 0.521656655074297 0.295275590551181 0.259559382122056 0.734072022160665 0.699671366479381 0.820723262374968 1.24521739130435 0.785854616895874 0.814663951120163 0.853743876836949 0.883676092544987 0.544518027961737 0.672787715687826 0.933362274799219 0.916905444126075 0.527549824150059 1.01328744861868 0.892359174567763 0.749711649365629 0.906125407756433 0.703729767769177 1.10143442622951 0.934579439252336 0.723327305605787 0.541441066222407 0.584795321637427 0.711321873147599 0.56791292001893 0.806103353965741 0.751205292073102 0.607345994408561 0.877346902965432 0.875752599890531 0.495185694635488 1.2591815320042 0.931506849315068 1.36482316638975 0.647948164146868 1.65806927044952 0.776308223116734 1.12884390813546 0.363489499192246 0.1805325710847 0.882391676544185 0.992063492063492 0.892857142857143 1.22226787181594 1.06142728093948 0.970873786407767 0.917665052255927 0.870930896630497 1.62513542795233 0.808080808080808 1.13246396705559 0.988835725677831 0.650118203309693 1.14785172704297 0.950570342205323 0.783929446349829 0.450788880540947 1.07243029203102 1.35304434978702
"у" 0.574562548968399 0.61785197844091 0.380228136882129 0.881704628949302 1.00273473108478 0.961452862102733 0.460829493087558 0.73972602739726 0.98117210289048 0.844298245614035 0.556276654923048 0.379386658235852 0.393700787401575 0.424158014687263 1.05263157894737 0.572458390755857 0.820723262374968 1.03652173913043 0.556647020301244 0.814663951120163 0.615815255423373 1.04434447300771 0.809418690213392 0.910242203577648 0.672889081831995 0.802292263610315 0.762016412661196 0.659592773157442 0.390407138873397 0.821799307958478 0.761145342515404 0.950035186488388 0.819672131147541 0.639449090014756 0.650994575045208 0.846869359988894 0.87719298245614 0.849634459592966 0.887363937529579 0.762919245717576 1.00908173562059 0.703750120505158 0.894893841024741 1.07644590403211 0.605226960110041 0.786988457502623 1.34246575342466 0.913838120104439 0.485961123110151 0.700073691967576 0.632547441058079 0.817438692098093 0.484652665589661 0.646908379720175 0.921901751613328 0.925925925925926 0.68922305764411 0.564913722267872 0.813008130081301 0.88261253309797 0.688248789191945 1.0422615648201 0.650054171180932 0.295260295260295 0.960878517501716 0.893141945773525 0.886524822695035 0.75821398483572 0.874524714828897 0.718601992487343 0.788880540946657 0.725952813067151 0.701578551741418
"за" 0.766083398624532 0.499539897462863 0.672711319099152 1.11682586333578 0.744454573078092 0.605359209472091 0.668202764976959 0.858447488584475 0.901617608061522 0.833333333333333 0.426478768774337 0.379386658235852 0.295275590551181 0.702709546720689 0.720221606648199 0.795081098272024 0.948961272121057 0.751304347826087 0.753110674525213 0.778722894453097 0.629811056682995 0.51413881748072 0.824135393671818 0.60155136932088 0.738007380073801 0.687679083094556 0.605705353653771 0.592677564286397 0.362520914668154 0.461361014994233 0.869880391446176 0.633356790992259 0.640368852459016 0.541072306935563 0.759493670886076 0.971817298347911 0.43859649122807 0.573009286702233 0.650733554188358 0.662156326471858 0.560600964233658 0.645907644847199 0.579048955957185 0.620324758255793 0.385144429160935 0.629590766002099 0.794520547945205 0.818893899833848 0.647948164146868 1.25276344878408 0.862564692351926 0.609835214739847 0.464458804523425 0.737174665262524 0.605821151060187 0.529100529100529 0.75187969924812 1.03738701725555 0.677506775067751 0.308914386584289 0.484323222023961 0.870930896630497 0.595882990249187 0.683760683760684 0.583390528483185 0.893141945773525 0.916075650118203 0.747683235046335 0.684410646387833 0.832925036746693 0.939143501126972 0.560963537370071 0.425958406414432
"уж" 0.800905371289284 0.52583147101354 0.965194501316174 0.690668626010287 0.303859009419629 0.409507700525238 0.645161290322581 0.602739726027397 0.596658711217184 0.548245614035088 0.500648989430744 0.442617767941827 0.0984251968503937 0.0949607495568498 0.831024930747922 0.561857309445563 0.538599640933573 0.813913043478261 0.736738703339882 0.407331975560081 0.741777466759972 0.915809768637532 0.853568800588668 0.641127117302517 0.889950075971348 0.744985673352435 0.605705353653771 0.411050568779275 1.05967651979922 0.692041522491349 0.471185212033345 0.562983814215341 0.76844262295082 0.59026069847516 1.22965641952984 0.499791753436068 0.43859649122807 0.889152341434499 0.56791292001893 0.64776162372247 0.695145195649737 0.433818567434686 0.403579575364099 0.583835066593687 1.01788170563961 0.786988457502623 0.602739726027397 0.640873486826489 0.863930885529158 0.847457627118644 0.66129959746981 0.609835214739847 0.24232633279483 0.21062133293215 1.26432240221256 0.85978835978836 1.14348370927318 0.729252259654889 1.0840108401084 0.750220653133274 0.943155748151925 0.471159337521416 1.62513542795233 0.745920745920746 0.995195607412491 0.669856459330144 0.561465721040189 1.27422072451559 0.64638783269962 1.04523926179977 1.427498121713 0.841445306055106 0.751691305437234
"ну" 0.478802124140333 0.433810963586171 0.848201228429365 0.426157237325496 0.334244910361592 0.516335796314431 0.414746543778802 0.584474885844749 0.795544948289578 0.734649122807018 0.556276654923048 0.679734429339235 0.295275590551181 0.335527981767536 0.18005540166205 0.477048658963214 0.692485252628879 0.848695652173913 0.785854616895874 0.730801485563676 0.839748075577327 0.83547557840617 0.735835172921266 0.561975621339243 0.477534187106577 0.993314231136581 0.605705353653771 0.802982506452538 0.501952035694367 0.403690888119954 0.579920260964117 0.950035186488388 0.76844262295082 0.811608460403345 0.578661844484629 0.749687630154102 0.146198830409357 0.711321873147599 0.615238996687175 0.719735137469411 0.560600964233658 0.385616504386388 0.807159150728198 0.620324758255793 0.660247592847318 0.524658971668416 0.438356164383562 0.878234037502967 0.809935205183585 0.405305821665438 0.805060379528465 0.817438692098093 0.141357027463651 0.1203550473898 1.02726195179771 1.22354497354497 0.704887218045113 0.636811832374692 1.15176151761518 0.706090026478376 0.943155748151925 0.671045117075957 1.08342361863489 0.683760683760684 0.754975978037063 0.861244019138756 0.620567375886525 0.874052232518955 0.579847908745247 0.702270129021721 0.826446280991736 0.874443161194522 0.601353044349787
"же" 0.548446069469835 0.78874720652031 0.409476455103832 0.543717854518736 0.592525068368277 0.747796670524348 0.414746543778802 0.511415525114155 0.755767700875099 0.668859649122807 0.537734099758947 0.711349984192223 0.196850393700787 0.373512281590276 0.595567867036011 0.530054065514682 0.333418825339831 0.47304347826087 0.638506876227898 0.71882113334132 0.517844646606018 0.530205655526992 0.676968359087564 0.807345258825392 0.542652485348383 0.783190066857689 0.996483001172333 0.71694866647548 0.557724484104852 0.720876585928489 0.471185212033345 0.703729767769177 0.435450819672131 0.14756517461879 0.361663652802893 0.527557961960294 1.31578947368421 0.968188105117566 0.804543303360151 0.777313948466964 0.739993272788429 0.684469295285838 0.631689770135111 0.510855683269476 0.577716643741403 0.472193074501574 0.821917808219178 0.866366009969143 0.377969762419006 0.25792188651437 1.15008625646924 0.609835214739847 0.545234248788368 0.4212426658643 1.02726195179771 0.826719576719577 0.704887218045113 0.688167625308135 0.790424570912376 1.23565754633716 0.560795309711955 0.314106225014278 0.812567713976165 0.683760683760684 0.61770761839396 0.606060606060606 0.502364066193853 0.473883740522325 0.627376425855513 0.653274538624857 1.20210368144252 1.00643458175219 1.20270608869957
"все" 0.748672412292156 0.512685684238202 0.64346300087745 0.602498163115356 0.759647523549073 0.534140478945963 0.691244239631336 0.611872146118721 0.556881463802705 0.482456140350877 0.630446875579455 0.505848877647803 0.196850393700787 0.405165864775893 0.983379501385042 0.699671366479381 0.487304437035137 0.563478260869565 0.703994760969221 0.610997963340122 1.04968509447166 0.723007712082262 0.824135393671818 0.63321196770619 0.738007380073801 0.343839541547278 0.742477530285268 0.726507982028487 0.669269380925823 0.792964244521338 1.26857557085901 1.02040816326531 0.512295081967213 0.787014264633547 0.578661844484629 0.569207274746633 0.584795321637427 0.573009286702233 0.591575958353053 0.4894198934792 0.852113465635161 0.607345994408561 0.666783646253729 0.693304141580004 0.852819807427785 0.734522560335782 0.63013698630137 0.747685734630904 0.809935205183585 0.368459837877671 0.603795284646348 0.467107824056053 0.424071082390953 0.27079885662705 0.658501251152377 0.826719576719577 0.516917293233083 0.616269515201315 0.835591689250226 0.88261253309797 0.866683660463931 0.742432895488292 0.866738894907909 0.59052059052059 0.754975978037063 0.76555023923445 0.620567375886525 0.46335299073294 0.560836501901141 0.636942675159236 0.864012021036814 0.709453885497443 0.851916812828865
"он" 0.626795507965526 0.368082029709478 0.292483182217023 0.426157237325496 1.36736554238833 0.667675598682454 0.622119815668203 0.776255707762557 0.861840360647043 0.833333333333333 0.630446875579455 0.41100221308884 0.78740157480315 0.690048113446442 0.900277008310249 0.307431357998516 0.641190048730444 0.47304347826087 0.91683038637852 0.527135497783635 0.405878236529041 0.546272493573265 0.971302428256071 0.530315022953934 0.629476883004124 0.420248328557784 1.17233294255569 0.61179619539241 1.17122141662019 0.67762399077278 0.869880391446176 0.211118930330753 0.922131147540984 0.541072306935563 1.6998191681736 0.652505900319311 0.146198830409357 0.454455641177633 0.993847610033128 0.575788109975529 0.930597600627873 0.337414441338089 0.807159150728198 0.419631454114213 0.715268225584594 0.314795383001049 0.684931506849315 0.510325183954427 0.539956803455723 0.331613854089904 1.26509488211616 0.609835214739847 0.222132471728595 0.15044380923725 0.724351376267615 0.462962962962963 0.25062656641604 0.328677074774035 0.925925925925926 0.750220653133274 1.01962783583992 0.770988006853227 0.487540628385699 0.450660450660451 0.92656142759094 1.0207336523126 0.650118203309693 0.537068239258635 0.285171102661597 0.767597582884207 0.751314800901578 0.527965682230655 0.175394637935355
"нет" 0.539740576303648 0.670435125542264 0.467973091547236 0.396767083027186 0.668489820723184 0.578652185524793 0.875576036866359 0.602739726027397 0.570140546274198 0.701754385964912 0.704617096235861 0.679734429339235 0.196850393700787 0.310205115219043 0.526315789473684 0.583059472066151 0.436009233136702 0.521739130434783 0.425671250818599 0.742781837786031 0.643806857942617 0.498071979434447 0.72111846946284 0.712363463669463 0.477534187106577 0.534861509073543 0.508010941774131 0.516203039862346 1.05967651979922 0.720876585928489 1.01486045668721 0.668543279380718 0.409836065573771 0.614854894244958 0.578661844484629 0.527557961960294 0.292397660818713 0.849634459592966 0.958353052531945 0.791708651216352 0.616661060657024 0.63626723223754 0.684330584313037 0.80277321656632 0.605226960110041 0.839454354669465 0.520547945205479 0.605269404225018 0.0539956803455724 0.994841562269713 1.32259919493962 0.609835214739847 0.383683360258481 0.466375808635475 0.460950875806664 0.628306878306878 0.37593984962406 0.451930977814297 0.564588979223126 0.57369814651368 0.560795309711955 0.613934894346088 0.433369447453955 0.481740481740482 0.549073438572409 0.446570972886762 0.620567375886525 0.6318449873631 0.750950570342205 0.587947084762371 0.488354620586026 0.412473189242699 0.551240290653971
"вас" 0.670322973796466 1.03851715525174 0.146241591108511 0.308596620132256 1.10908538438165 0.498531113682899 0.576036866359447 0.621004566210046 0.570140546274198 0.592105263157895 0.760244761728166 1.05912108757509 0.295275590551181 0.158267915928083 0.56786703601108 0.657267041238206 0.282123621441395 0.250434782608696 0.622134905042567 0.431292680004792 0.167949615115465 0.369537275064267 0.367917586460633 0.546145322146589 0.217060994139353 0.362941738299905 0.937866354044549 0.669152088710448 0.334634690462911 0.418108419838524 0.217470097861544 0.140745953553835 0.102459016393443 0.221347761928185 0.614828209764919 0.430376232125503 2.33918128654971 0.138312586445367 1.06483672503549 0.662156326471858 0.571812983518332 0.30849320350911 0.736971398490963 0.565590220762635 0.577716643741403 0.367261280167891 0.410958904109589 0.344172798480892 0.161987041036717 0.0368459837877671 1.06382978723404 0.36330608537693 0.100969305331179 0.1805325710847 0.790201501382853 0.297619047619048 0.328947368421053 0.328677074774035 0.31616982836495 0.57369814651368 0.662758093295947 0.356938892061679 0.37919826652221 0.450660450660451 0.30885380919698 0.829346092503987 0.354609929078014 0.58972198820556 0.807984790874525 0.4572921770374 0.413223140495868 0.346477478963867 0.375845652718617
"вам" 0.557151562636023 0.920205074273695 0.116993272886809 0.426157237325496 0.531753266484351 0.685480281313986 0.552995391705069 0.438356164383562 0.477326968973747 0.603070175438597 0.667531985907658 0.980082200442618 0.0984251968503937 0.177260065839453 0.664819944598338 0.371037845860278 0.128238009746089 0.194782608695652 0.654878847413229 0.383371271115371 0.153953813855843 0.241002570694087 0.382634289919058 0.403672629412696 0.390709789450836 0.0955109837631328 0.625244236029699 0.822101137558551 0.195203569436698 0.331603229527105 0.253715114171801 0.175932441942294 0.153688524590164 0.172159370388588 0.397830018083183 0.472025544911842 2.04678362573099 0.316143054732266 0.922858495030762 0.604577515474305 0.358784617109541 0.578424756579582 0.491314265660642 0.583835066593687 0.302613480055021 0.314795383001049 0.438356164383562 0.36790885354854 0.161987041036717 0.0368459837877671 0.97757331799885 0.415206954716491 0.141357027463651 0.1805325710847 0.711181351244567 0.628306878306878 0.281954887218045 0.43138866064092 0.429087624209575 0.397175639894086 0.662758093295947 0.499714448886351 0.433369447453955 0.41958041958042 0.0686341798215511 0.606060606060606 0.206855791962175 0.67396798652064 0.865019011406844 0.636942675159236 0.563486100676183 0.148490348127372 0.526183913806064
"бы" 0.565857055802211 0.420665176810832 0.497221409768938 0.249816311535636 0.379823761774537 0.373898335262174 0.43778801843318 0.328767123287671 0.371254309201803 0.296052631578947 0.57481921008715 0.189693329117926 0.196850393700787 0.297543681944796 0.581717451523546 0.43464433372204 0.282123621441395 0.347826086956522 0.703994760969221 0.575056906673056 0.643806857942617 0.755141388174807 0.367917586460633 0.530315022953934 0.412415888864771 0.401146131805158 0.390777647518562 0.47796577765032 0.278862242052426 0.245098039215686 0.616165277274375 0.387051372273047 0.589139344262295 0.221347761928185 0.361663652802893 0.472025544911842 0.146198830409357 0.197589409207666 0.390440132513015 0.374262271484094 0.515752887094966 0.250650727851152 0.579048955957185 0.346652070790002 0.385144429160935 0.68205666316894 0.520547945205479 0.534061239022075 0.701943844492441 0.368459837877671 0.66129959746981 0.506033476060724 0.383683360258481 0.195576952008425 0.763861451336758 0.363756613756614 0.454260651629073 0.462202136400986 0.429087624209575 0.617828773168579 0.356869742543971 0.399771559109081 0.541711809317443 0.341880341880342 0.480439258750858 0.287081339712919 0.325059101654846 0.25273799494524 0.522813688212928 0.587947084762371 0.262960180315552 0.395974261672991 0.526183913806064
"только" 0.400452685644642 0.35493624293414 0.350979818660427 0.191036002939015 0.379823761774537 0.436214724472536 0.460829493087558 0.319634703196347 0.530363298859719 0.383771929824561 0.611904320415353 0.41100221308884 0.295275590551181 0.164598632565206 0.498614958448753 0.392240008480865 0.487304437035137 0.340869565217391 0.622134905042567 0.431292680004792 0.279916025192442 0.482005141388175 0.456217807211185 0.372012031027386 0.499240286520512 0.420248328557784 0.254005470887065 0.411050568779275 0.52983825989961 0.591118800461361 0.507430228343603 0.492610837438424 0.563524590163934 0.344318740777177 0.687160940325497 0.27766208524226 0.146198830409357 0.454455641177633 0.745385707524846 0.4894198934792 0.470904809956273 0.491661043092644 0.456220389542025 0.529100529100529 0.412654745529574 0.209863588667366 0.520547945205479 0.36790885354854 0.215982721382289 0.184229918938836 0.546290971822887 0.415206954716491 0.161550888529887 0.1805325710847 0.618991176083235 0.562169312169312 0.25062656641604 0.410846343467543 0.474254742547426 0.57369814651368 0.560795309711955 0.599657338663621 0.37919826652221 0.621600621600622 0.411805078929307 0.382775119617225 0.502364066193853 0.494945240101095 0.560836501901141 0.408296586640536 0.33809166040571 0.379475334103283 0.476071160110248
